team1,team2,game_number,map_name,score1,team1_p1,team1_p2,team1_p3,team1_p4,team1_p5,team1_p6,team2_p1,team2_p2,team2_p3,team2_p4,team2_p5,team2_p6,
LDN,SFS,4,route-66,1,00,Bdosin,NUS,Hooreg,Profit,WooHyaL,Gesture,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,
VAL,BOS,1,volskaya,-1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
VAL,BOS,2,lijiang,1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
VAL,BOS,3,kings-row,-1,00,Unkoe,Soon,Agilities,Verbo,Envy,Fate,Kellex,DreamKazper,Gamsu,STRIKER,Kalios,Neko,
VAL,BOS,4,route-66,1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Kellex,Mistakes,Gamsu,NotE,STRIKER,Neko,
VAL,BOS,5,ilios,-1,00,Unkoe,Soon,Agilities,Verbo,Envy,Fate,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
SEO,LDN,1,hanamura,-1,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SEO,LDN,2,lijiang,-2,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SEO,LDN,3,kings-row,-1,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SEO,LDN,4,gibraltar,-1,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SFS,HOU,1,hanamura,1,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Muma,Bani,Clockwork,LiNkzr,
SFS,HOU,2,nepal,2,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
SFS,HOU,3,hollywood,-1,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
SFS,HOU,4,gibraltar,1,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Jake,Muma,Bani,LiNkzr,
DAL,PHI,1,hanamura,-1,00,Taimou,Custa,Mickie,Chipshajen,EFFECT,Rascal,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
DAL,PHI,2,lijiang,-2,00,Taimou,Custa,Mickie,Chipshajen,EFFECT,Rascal,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
DAL,PHI,3,kings-row,-1,00,Taimou,Custa,Mickie,Chipshajen,EFFECT,Rascal,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
DAL,PHI,4,gibraltar,-1,00,Taimou,Custa,Mickie,aKm,Chipshajen,EFFECT,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
